副本ID(主线支线挑战为类型ID+世界ID+2位序号，其他为类型ID+4位序号)  探索是11开头的,副本类型（1：主线；2：挑战；3：活动副本；4:多人副本；5：PVP调用；6；庇护所调用；7：支线副本；8：亲密度副本；9：限时活动副本; 10:守护试炼 11：探索副本 12:转职副本 14：公会矿洞 15:幻卡 16:百层塔 17：公会战 21:天守阁）,世界ID,副本名称,副本等级,副本经验,角色经验,副本消耗类型（消耗类型ID）,进入副本消耗,完成副本消耗,副本限制人数,副本阵容ID,前置副本,解锁等级,对应的主线本ID,星级条件描述,星级条件脚本,星级条件奖励类型,星级条件奖励数量,Lua脚本,布阵摄像机,战斗摄像机,结算展示摄像机,结算摄像机,影子摄像机,副本攻略,副本攻略概述（12字）,限制类型1(0：无限制1：限定某些角色登场2：限定某职业角色登场3：限定等级以上角色登场4：限定某性别角色登场5：限定某势力角色登场),限制参数1,限制类型2,限制参数2,副本技能(玩家队伍光环技能),副本特殊要求ICON,副本特殊要求说明,进入布阵时触发的剧情,结算完成后战斗场景触发的剧情,结算完成后中地图触发的剧情,限制次数,是否可以扫荡(1可以0不可以）,亲密度,副本职业,副本战斗力,回合耗尽(0:不显示 1：回合耗尽后，战斗失败 :2：回合耗尽后，战斗胜利）,副本金币和boss伤害挂钩（X+伤害^y*z)，伤害不超过boss血量R,公会战防御队伍出站人数
10301,1,3,103011,25,50,20,4,2,3,4,1,10237,25,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_01_01.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,66,0,0,0,0,1,12;13,800,1,0,0
10302,1,3,103021,25,50,20,4,2,3,4,1,10301,25,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_01_02.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,12;13,800,1,0,0
10303,1,3,103031,25,50,20,4,2,3,4,1,10302,25,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_01_03.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,12;13,800,1,0,0
10304,1,3,103041,25,50,20,4,2,3,4,1,10303,25,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_01_04.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,69,0,0,0,1,12;14;15,1000,1,0,0
10305,1,3,103051,26,50,20,4,2,3,4,1,10304,26,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_02_01.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,70,0,0,0,0,1,11;14,817,1,0,0
10306,1,3,103061,26,50,20,4,2,3,4,1,10305,26,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_02_02.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,11;14,817,1,0,0
10307,1,3,103071,26,50,20,4,2,3,4,1,10306,26,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_02_03.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,71,0,0,0,0,1,11,817,1,0,0
10308,1,3,103081,26,50,20,4,2,3,4,1,10307,26,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_02_04.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,11;14,817,1,0,0
10309,1,3,103091,26,50,20,4,2,3,4,1,10308,26,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_02_05.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,72,0,0,0,1,14,1022,1,0,0
10310,1,3,103101,27,50,20,4,2,3,4,1,10309,27,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_03_01.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,73,74,0,0,0,1,14;15,835,1,0,0
10311,1,3,103111,27,50,20,4,2,3,4,1,10310,27,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_03_02.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,75,0,0,0,0,1,12,835,1,0,0
10312,1,3,103121,27,50,20,4,2,3,4,1,10311,27,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_03_03.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,76,0,0,0,1,11;14,835,1,0,0
10313,1,3,103131,27,50,20,4,2,3,4,1,10312,27,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_03_04.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,77,0,0,0,0,1,11,835,1,0,0
10314,1,3,103141,27,50,20,4,2,3,4,1,10313,27,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_03_05.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,78,79,0,0,0,1,15,1044,1,0,0
10315,1,3,103151,28,50,20,4,2,3,4,1,10314,28,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_04_01.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,80,81,0,0,0,1,12;13,852,1,0,0
10316,1,3,103161,28,50,20,4,2,3,4,1,10315,28,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_04_02.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,12;13,852,1,0,0
10317,1,3,103171,28,50,20,4,2,3,4,1,10316,28,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_04_03.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,82,84,0,0,0,1,12;13,852,1,0,0
10318,1,3,103181,28,50,20,4,2,3,4,1,10317,28,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_04_04.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,12;13,852,1,0,0
10319,1,3,103191,28,50,20,4,2,3,4,1,10318,28,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_04_05.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,85,86,0,0,0,1,12;13;15,1065,1,0,0
10320,1,3,103201,29,50,20,4,2,3,4,1,10319,29,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_05_01.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,87,0,0,0,0,1,12;14,869,1,0,0
10321,1,3,103211,29,50,20,4,2,3,4,1,10320,29,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_05_02.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,12;13;15,869,1,0,0
10322,1,3,103221,29,50,20,4,2,3,4,1,10321,29,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_05_03.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,12;13,869,1,0,0
10323,1,3,103231,29,50,20,4,2,3,4,1,10322,29,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_05_04.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,11;13,869,1,0,0
10324,1,3,103241,29,50,20,4,2,3,4,1,10323,29,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_05_05.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,88,0,0,0,1,11;13;15,1087,1,0,0
10325,1,3,103251,30,50,20,4,2,3,4,1,10324,30,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_06_01.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,89,0,0,0,0,1,14,887,1,0,0
10326,1,3,103261,30,50,20,4,2,3,4,1,10325,30,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_06_02.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,90,0,0,0,0,1,12;13,887,1,0,0
10327,1,3,103271,30,50,20,4,2,3,4,1,10326,30,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_06_03.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,91,0,0,0,0,1,12;14,887,1,0,0
10328,1,3,103281,30,50,20,4,2,3,4,1,10327,30,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_06_04.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,92,0,0,0,0,1,12;14,887,1,0,0
10329,1,3,103291,30,50,20,4,2,3,4,1,10328,30,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_06_05.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,93,0,0,0,1,11;12;14,1108,1,0,0
10330,1,3,103301,31,50,20,4,2,3,4,1,10329,31,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_07_01.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,94,0,0,0,0,1,11;14,904,1,0,0
10331,1,3,103311,31,50,20,4,2,3,4,1,10330,31,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_07_02.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,11;13;14,904,1,0,0
10332,1,3,103321,31,50,20,4,2,3,4,1,10331,31,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_07_03.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,11;13;14,904,1,0,0
10333,1,3,103331,31,50,20,4,2,3,4,1,10332,31,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_07_04.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,11;14,904,1,0,0
10334,1,3,103341,31,50,20,4,2,3,4,1,10333,31,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_07_05.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,95,0,0,0,1,14;15,1130,1,0,0
10335,1,3,103351,33,50,20,4,2,3,4,1,10334,33,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_08_01.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,96,0,0,0,0,1,12;15,938,1,0,0
10336,1,3,103361,33,50,20,4,2,3,4,1,10335,33,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_08_02.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,12;15,938,1,0,0
10337,1,3,103371,33,50,20,4,2,3,4,1,10336,33,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_08_03.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,97,0,0,0,0,1,12;15,938,1,0,0
10338,1,3,103381,33,50,20,4,2,3,4,1,10337,33,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_08_04.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,12;15,938,1,0,0
10339,1,3,103391,33,50,20,4,2,3,4,1,10338,33,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_08_05.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,98,0,0,0,1,12;14;15,1173,1,0,0
10340,1,3,103401,35,50,20,4,2,3,4,1,10339,35,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_09_01.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,99,0,0,0,0,1,11;15,973,1,0,0
10341,1,3,103411,35,50,20,4,2,3,4,1,10340,35,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_09_02.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,13;15,973,1,0,0
10342,1,3,103421,35,50,20,4,2,3,4,1,10341,35,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_09_03.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,100,101,0,0,0,1,15,973,1,0,0
10343,1,3,103431,35,50,20,4,2,3,4,1,10342,35,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_09_04.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,11;14,973,1,0,0
10344,1,3,103441,35,50,20,4,2,3,4,1,10343,35,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep03_09_05.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,102,103,0,0,0,1,11;12,1216,1,0,0
10401,1,4,104011,36,50,20,4,2,3,4,1,10344,36,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_01_01.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,105,0,0,0,0,1,11,800,1,0,0
10402,1,4,104021,36,50,20,4,2,3,4,1,10401,36,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_01_02.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,106,0,0,0,0,1,13;14,800,1,0,0
10403,1,4,104031,36,50,20,4,2,3,4,1,10402,36,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_01_03.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,13;14,800,1,0,0
10404,1,4,104041,36,50,20,4,2,3,4,1,10403,36,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_01_04.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,107,0,0,0,1,12,1000,1,0,0
10405,1,4,104051,38,50,20,4,2,3,4,1,10404,38,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_02_01.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,108,0,0,0,0,1,11,817,1,0,0
10406,1,4,104061,38,50,20,4,2,3,4,1,10405,38,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_02_02.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,13;14,817,1,0,0
10407,1,4,104071,38,50,20,4,2,3,4,1,10406,38,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_02_03.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,109,0,0,0,0,1,13;14,817,1,0,0
10408,1,4,104081,38,50,20,4,2,3,4,1,10407,38,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_02_04.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,14;15,817,1,0,0
10409,1,4,104091,38,50,20,4,2,3,4,1,10408,38,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_02_05.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,110,111,0,0,0,1,11;14,1022,1,0,0
10410,1,4,104101,40,50,20,4,2,3,4,1,10409,40,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_03_01.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,112,0,0,0,0,1,11;14,835,1,0,0
10411,1,4,104111,40,50,20,4,2,3,4,1,10410,40,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_03_02.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,13;14,835,1,0,0
10412,1,4,104121,40,50,20,4,2,3,4,1,10411,40,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_03_03.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,11;12,835,1,0,0
10413,1,4,104131,40,50,20,4,2,3,4,1,10412,40,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_03_04.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,12;14,835,1,0,0
10414,1,4,104141,40,50,20,4,2,3,4,1,10413,40,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_03_05.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,113,0,0,0,1,12;13,1044,1,0,0
10415,1,4,104151,42,50,20,4,2,3,4,1,10414,42,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_04_01.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,114,0,0,0,0,1,12;15,852,1,0,0
10416,1,4,104161,42,50,20,4,2,3,4,1,10415,42,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_04_02.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,11;14,852,1,0,0
10417,1,4,104171,42,50,20,4,2,3,4,1,10416,42,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_04_03.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,11;14,852,1,0,0
10418,1,4,104181,42,50,20,4,2,3,4,1,10417,42,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_04_04.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,11;14,852,1,0,0
10419,1,4,104191,42,50,20,4,2,3,4,1,10418,42,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_04_05.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,115,0,0,0,1,12;14,1065,1,0,0
10420,1,4,104201,44,50,20,4,2,3,4,1,10419,44,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_05_01.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,116,0,0,0,0,1,11;13,869,1,0,0
10421,1,4,104211,44,50,20,4,2,3,4,1,10420,44,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_05_02.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,11;13,869,1,0,0
10422,1,4,104221,44,50,20,4,2,3,4,1,10421,44,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_05_03.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,13;15,869,1,0,0
10423,1,4,104231,44,50,20,4,2,3,4,1,10422,44,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_05_04.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,13,869,1,0,0
10424,1,4,104241,44,50,20,4,2,3,4,1,10423,44,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_05_05.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,118,0,0,0,1,13;15,1087,1,0,0
10425,1,4,104251,46,50,20,4,2,3,4,1,10424,46,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_06_01.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,119,0,0,0,0,1,11;13,887,1,0,0
10426,1,4,104261,46,50,20,4,2,3,4,1,10425,46,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_06_02.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,13;14,887,1,0,0
10427,1,4,104271,46,50,20,4,2,3,4,1,10426,46,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_06_03.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,12;15,887,1,0,0
10428,1,4,104281,46,50,20,4,2,3,4,1,10427,46,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_06_04.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,13;14,887,1,0,0
10429,1,4,104291,46,50,20,4,2,3,4,1,10428,46,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_06_05.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,12;14,1108,1,0,0
10430,1,4,104301,48,50,20,4,2,3,4,1,10429,48,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_07_01.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,121,122,0,0,0,1,11;13,904,1,0,0
10431,1,4,104311,48,50,20,4,2,3,4,1,10430,48,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_07_02.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,13;14,904,1,0,0
10432,1,4,104321,48,50,20,4,2,3,4,1,10431,48,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_07_03.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,11;12,904,1,0,0
10433,1,4,104331,48,50,20,4,2,3,4,1,10432,48,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_07_04.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,13;14,904,1,0,0
10434,1,4,104341,48,50,20,4,2,3,4,1,10433,48,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_07_05.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,123,0,0,0,1,12;14,1130,1,0,0
10435,1,4,104351,50,50,20,4,2,3,4,1,10434,50,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_08_01.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,124,0,0,0,0,1,11;15,938,1,0,0
10436,1,4,104361,50,50,20,4,2,3,4,1,10435,50,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_08_02.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,14;15,938,1,0,0
10437,1,4,104371,50,50,20,4,2,3,4,1,10436,50,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_08_03.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,12;13,938,1,0,0
10438,1,4,104381,50,50,20,4,2,3,4,1,10437,50,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_08_04.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,12;14,938,1,0,0
10439,1,4,104391,50,50,20,4,2,3,4,1,10438,50,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_08_05.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,125,0,0,0,1,11;15,1173,1,0,0
10440,1,4,104401,52,50,20,4,2,3,4,1,10439,52,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_09_01.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,13,973,1,0,0
10441,1,4,104411,52,50,20,4,2,3,4,1,10440,52,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_09_02.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,13;14,973,1,0,0
10442,1,4,104421,52,50,20,4,2,3,4,1,10441,52,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_09_03.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,12;15,973,1,0,0
10443,1,4,104431,52,50,20,4,2,3,4,1,10442,52,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_09_04.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,0,0,0,0,1,11;13,973,1,0,0
10444,1,4,104441,52,50,20,4,2,3,4,1,10443,52,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep04_09_05.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,126,127,0,0,0,1,15,1216,1,0,0
10501,1,5,105011,54,50,20,4,2,3,4,1,10444,54,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep05_01_01.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,128,0,0,0,0,1,15,800,1,0,0
10502,1,5,105021,54,50,20,4,2,3,4,1,10501,54,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep05_01_02.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,0,129,0,0,0,1,15,800,1,0,0
10503,1,5,105031,54,50,20,4,2,3,4,1,10502,54,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,ep05_01_03.lua,,,,,ShadowCamera3,0,101013,0,0,0,0,0,,0,130,0,0,0,0,1,15,800,1,0,0
