序号,卡牌资源,最高等级/怪物等级,星级,最高星级,进化所需,可突破次数,名称,性别,职业,阵营,特殊类型,攻击范围,攻击类型,材质,默认视野,AI编号,是否Boss,是否大型,1级血量,1级物攻,1级魔攻,1级物防,1级魔防,1级速度,升级血量,升级物攻,升级魔攻,升级物防,升级魔防,升级速度,暴率,暴击抗性,命中,闪避,反击,反击次数,反击抗性,格挡,格挡抗性,伤害浮动范围,基础仇恨,稀有,占几个格子,可行动次数,每次行动衰减,移动范围,可移动高度,可攻击高度,可否斜向移动,穿越其他人,被其他人穿越,飞行,普攻技能,被动技能,防御技能,怒气技能1,怒气技能2,角色怒气上限,卡牌出场特效,卡面特效,升级类别,唯一编号,转换成碎片数,类型(0玩家卡牌；1普通小怪；2普通BOSS；3需要显示大血条的巨型BOSS）,宗属国,模型缩放,普攻寻路,必杀寻路,SSR,效果命中,效果抵抗,暴击伤害,物理穿透,魔法穿透,可转职业,星石类型,选择类型,血条系数,弓手动作,特殊AI,特殊进攻AI
704,7,80,5,6,200;200000,0,71,2,11,22,0,1,1,0,100,7,0,0,190,54,0,63,51,95,43,11,0,13,11,0,7,0,100,0,0,4,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,850,0,1,1,7,200,0,0,1,81110,91110,2,0,0,150,0,0,1;2;3;4;6,1|1;2|2;3|4;4|255,0,1,0,210002|7060;210001|7060;210000|7060;170000|7060;170001|7060;170002|7060;170003|7060;170004|7060;170005|7060;170006|7060;170007|7060;170008|7010;170009|7010;170010|7060;170011|7060;170012|7060;170013|7060;170014|7060;170015|7060;170016|7060;170017|7060;170018|7010;170019|7010;170020|7060;170021|7060;170022|7060;170023|7060;170024|7060;170025|7060;170026|7060;170027|7060;170028|7010;170029|7010,210002|7060;210001|7060;210000|7060
705,7,80,6,6,0;0,4,71,2,11,22,0,1,1,0,100,7,0,0,211,60,0,70,57,106,48,13,0,15,12,0,7,0,100,0,0,4,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,850,0,1,1,7,400,0,0,1,81110,91110,2,0,0,150,0,0,1;2;3;4;6,1|1;2|2;3|4;4|255,0,1,0,210002|7060;210001|7060;210000|7060;170000|7060;170001|7060;170002|7060;170003|7060;170004|7060;170005|7060;170006|7060;170007|7060;170008|7010;170009|7010;170010|7060;170011|7060;170012|7060;170013|7060;170014|7060;170015|7060;170016|7060;170017|7060;170018|7010;170019|7010;170020|7060;170021|7060;170022|7060;170023|7060;170024|7060;170025|7060;170026|7060;170027|7060;170028|7010;170029|7010,210002|7060;210001|7060;210000|7060
801,8,80,2,6,30;5000,0,81,2,12,21,0,1,1,0,100,7,0,0,109,36,0,32,32,61,25,7,0,7,7,0,7,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,850,0,1,1,8,10,0,0,1,81110,91110,2,0,0,150,0,0,8;9;12;11;14,1|1;2|2;3|4;4|255,0,1,0,210002|7070;210001|7070;210000|7070;170000|7070;170001|7070;170002|7070;170003|7070;170004|7070;170005|7070;170006|7070;170007|7070;170008|7020;170009|7020;170010|7070;170011|7070;170012|7070;170013|7070;170014|7070;170015|7070;170016|7070;170017|7070;170018|7020;170019|7020;170020|7070;170021|7070;170022|7070;170023|7070;170024|7070;170025|7070;170026|7070;170027|7070;170028|7020;170029|7020,210002|7070;210001|7070;210000|7070
802,8,80,3,6,60;20000,0,81,2,12,21,0,1,1,0,100,7,0,0,127,42,0,38,38,71,29,9,0,8,8,0,7,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,850,0,1,1,8,40,0,0,1,81110,91110,2,0,0,150,0,0,8;9;12;11;14,1|1;2|2;3|4;4|255,0,1,0,210002|7070;210001|7070;210000|7070;170000|7070;170001|7070;170002|7070;170003|7070;170004|7070;170005|7070;170006|7070;170007|7070;170008|7020;170009|7020;170010|7070;170011|7070;170012|7070;170013|7070;170014|7070;170015|7070;170016|7070;170017|7070;170018|7020;170019|7020;170020|7070;170021|7070;170022|7070;170023|7070;170024|7070;170025|7070;170026|7070;170027|7070;170028|7020;170029|7020,210002|7070;210001|7070;210000|7070
803,8,80,4,6,100;100000,0,81,2,12,21,0,1,1,0,100,7,0,0,145,48,0,43,43,81,33,10,0,9,9,0,7,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,850,0,1,1,8,100,0,0,1,81110,91110,2,0,0,150,0,0,8;9;12;11;14,1|1;2|2;3|4;4|255,0,1,0,210002|7070;210001|7070;210000|7070;170000|7070;170001|7070;170002|7070;170003|7070;170004|7070;170005|7070;170006|7070;170007|7070;170008|7020;170009|7020;170010|7070;170011|7070;170012|7070;170013|7070;170014|7070;170015|7070;170016|7070;170017|7070;170018|7020;170019|7020;170020|7070;170021|7070;170022|7070;170023|7070;170024|7070;170025|7070;170026|7070;170027|7070;170028|7020;170029|7020,210002|7070;210001|7070;210000|7070
804,8,80,5,6,200;200000,0,81,2,12,21,0,1,1,0,100,7,0,0,164,54,0,48,48,91,37,11,0,10,10,0,7,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,850,0,1,1,8,200,0,0,1,81110,91110,2,0,0,150,0,0,8;9;12;11;14,1|1;2|2;3|4;4|255,0,1,0,210002|7070;210001|7070;210000|7070;170000|7070;170001|7070;170002|7070;170003|7070;170004|7070;170005|7070;170006|7070;170007|7070;170008|7020;170009|7020;170010|7070;170011|7070;170012|7070;170013|7070;170014|7070;170015|7070;170016|7070;170017|7070;170018|7020;170019|7020;170020|7070;170021|7070;170022|7070;170023|7070;170024|7070;170025|7070;170026|7070;170027|7070;170028|7020;170029|7020,210002|7070;210001|7070;210000|7070
805,8,80,6,6,0;0,4,81,2,12,21,0,1,1,0,100,7,0,0,182,60,0,54,54,102,41,13,0,11,11,0,7,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,850,0,1,1,8,400,0,0,1,81110,91110,2,0,0,150,0,0,8;9;12;11;14,1|1;2|2;3|4;4|255,0,1,0,210002|7070;210001|7070;210000|7070;170000|7070;170001|7070;170002|7070;170003|7070;170004|7070;170005|7070;170006|7070;170007|7070;170008|7020;170009|7020;170010|7070;170011|7070;170012|7070;170013|7070;170014|7070;170015|7070;170016|7070;170017|7070;170018|7020;170019|7020;170020|7070;170021|7070;170022|7070;170023|7070;170024|7070;170025|7070;170026|7070;170027|7070;170028|7020;170029|7020,210002|7070;210001|7070;210000|7070
901,9,80,2,6,30;5000,0,91,2,12,21,0,1,1,0,100,209,0,0,92,39,0,32,29,61,21,8,0,7,6,0,7,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,850,0,1,1,9,10,0,0,1,92090,92091,2,0,0,150,0,0,8;9;12;11;10,1|1;2|2;3|4;4|255,0,1,0,210002|7709;210001|7709;210000|7709;170000|7709;170001|7709;170002|7709;170003|7709;170004|7709;170005|7709;170006|7709;170007|7709;170008|709;170009|709;170010|7709;170011|7709;170012|7709;170013|7709;170014|7709;170015|7709;170016|7709;170017|7709;170018|709;170019|709;170020|7709;170021|7709;170022|7709;170023|7709;170024|7709;170025|7709;170026|7709;170027|7709;170028|709;170029|709,210002|7709;210001|7709;210000|7709
902,9,80,3,6,60;20000,0,91,2,12,21,0,1,1,0,100,209,0,0,107,46,0,37,34,71,24,10,0,8,7,0,7,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,850,0,1,1,9,40,0,0,1,92090,92091,2,0,0,150,0,0,8;9;12;11;10,1|1;2|2;3|4;4|255,0,1,0,210002|7709;210001|7709;210000|7709;170000|7709;170001|7709;170002|7709;170003|7709;170004|7709;170005|7709;170006|7709;170007|7709;170008|709;170009|709;170010|7709;170011|7709;170012|7709;170013|7709;170014|7709;170015|7709;170016|7709;170017|7709;170018|709;170019|709;170020|7709;170021|7709;170022|7709;170023|7709;170024|7709;170025|7709;170026|7709;170027|7709;170028|709;170029|709,210002|7709;210001|7709;210000|7709
903,9,80,4,6,100;100000,0,91,2,12,21,0,1,1,0,100,209,0,0,122,53,0,43,39,81,28,11,0,9,8,0,7,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,850,0,1,1,9,100,0,0,1,92090,92091,2,0,0,150,0,0,8;9;12;11;10,1|1;2|2;3|4;4|255,0,1,0,210002|7709;210001|7709;210000|7709;170000|7709;170001|7709;170002|7709;170003|7709;170004|7709;170005|7709;170006|7709;170007|7709;170008|709;170009|709;170010|7709;170011|7709;170012|7709;170013|7709;170014|7709;170015|7709;170016|7709;170017|7709;170018|709;170019|709;170020|7709;170021|7709;170022|7709;170023|7709;170024|7709;170025|7709;170026|7709;170027|7709;170028|709;170029|709,210002|7709;210001|7709;210000|7709
904,9,80,5,6,200;200000,0,91,2,12,21,0,1,1,0,100,209,0,0,138,59,0,48,44,91,31,13,0,10,9,0,7,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,850,0,1,1,9,200,0,0,1,92090,92091,2,0,0,150,0,0,8;9;12;11;10,1|1;2|2;3|4;4|255,0,1,0,210002|7709;210001|7709;210000|7709;170000|7709;170001|7709;170002|7709;170003|7709;170004|7709;170005|7709;170006|7709;170007|7709;170008|709;170009|709;170010|7709;170011|7709;170012|7709;170013|7709;170014|7709;170015|7709;170016|7709;170017|7709;170018|709;170019|709;170020|7709;170021|7709;170022|7709;170023|7709;170024|7709;170025|7709;170026|7709;170027|7709;170028|709;170029|709,210002|7709;210001|7709;210000|7709
905,9,80,6,6,0;0,4,91,2,12,21,0,1,1,0,100,209,0,0,153,66,0,53,49,102,35,14,0,11,10,0,7,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,850,0,1,1,9,400,0,0,1,92090,92091,2,0,0,150,0,0,8;9;12;11;10,1|1;2|2;3|4;4|255,0,1,0,210002|7709;210001|7709;210000|7709;170000|7709;170001|7709;170002|7709;170003|7709;170004|7709;170005|7709;170006|7709;170007|7709;170008|709;170009|709;170010|7709;170011|7709;170012|7709;170013|7709;170014|7709;170015|7709;170016|7709;170017|7709;170018|709;170019|709;170020|7709;170021|7709;170022|7709;170023|7709;170024|7709;170025|7709;170026|7709;170027|7709;170028|709;170029|709,210002|7709;210001|7709;210000|7709
1001,10,80,2,6,30;5000,0,101,2,15,21,0,2,2,0,100,12,0,0,109,0,36,32,30,58,25,0,7,7,6,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,50,1,1,15,0,0,0,0,0,0,0,0,0,1020,0,1,2,10,10,0,0,1,81110,92221,1,0,0,150,0,0,29;30;31;34;32,1|1;2|2;3|4;4|255,1,1,0,210002|7100;210001|7100;210000|7100;170000|7100;170001|7100;170002|7100;170003|7100;170004|7100;170005|7100;170006|7100;170007|7100;170008|712;170009|712;170010|7100;170011|7100;170012|7100;170013|7100;170014|7100;170015|7100;170016|7100;170017|7100;170018|712;170019|712;170020|7100;170021|7100;170022|7100;170023|7100;170024|7100;170025|7100;170026|7100;170027|7100;170028|712;170029|712,210002|7100;210001|7100;210000|7100
1002,10,80,3,6,60;20000,0,101,2,15,21,0,2,2,0,100,12,0,0,127,0,42,38,35,68,29,0,9,8,7,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,50,1,1,15,0,0,0,0,0,0,0,0,0,1020,0,1,2,10,40,0,0,1,81110,92221,1,0,0,150,0,0,29;30;31;34;32,1|1;2|2;3|4;4|255,1,1,0,210002|7100;210001|7100;210000|7100;170000|7100;170001|7100;170002|7100;170003|7100;170004|7100;170005|7100;170006|7100;170007|7100;170008|712;170009|712;170010|7100;170011|7100;170012|7100;170013|7100;170014|7100;170015|7100;170016|7100;170017|7100;170018|712;170019|712;170020|7100;170021|7100;170022|7100;170023|7100;170024|7100;170025|7100;170026|7100;170027|7100;170028|712;170029|712,210002|7100;210001|7100;210000|7100
1003,10,80,4,6,100;100000,0,101,2,15,21,0,2,2,0,100,12,0,0,145,0,48,43,40,78,33,0,10,9,8,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,50,1,1,15,0,0,0,0,0,0,0,0,0,1020,0,1,2,10,100,0,0,1,81110,92221,1,0,0,150,0,0,29;30;31;34;32,1|1;2|2;3|4;4|255,1,1,0,210002|7100;210001|7100;210000|7100;170000|7100;170001|7100;170002|7100;170003|7100;170004|7100;170005|7100;170006|7100;170007|7100;170008|712;170009|712;170010|7100;170011|7100;170012|7100;170013|7100;170014|7100;170015|7100;170016|7100;170017|7100;170018|712;170019|712;170020|7100;170021|7100;170022|7100;170023|7100;170024|7100;170025|7100;170026|7100;170027|7100;170028|712;170029|712,210002|7100;210001|7100;210000|7100
1004,10,80,5,6,200;200000,0,101,2,15,21,0,2,2,0,100,12,0,0,164,0,54,48,46,88,37,0,11,10,10,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,50,1,1,15,0,0,0,0,0,0,0,0,0,1020,0,1,2,10,200,0,0,1,81110,92221,1,0,0,150,0,0,29;30;31;34;32,1|1;2|2;3|4;4|255,1,1,0,210002|7100;210001|7100;210000|7100;170000|7100;170001|7100;170002|7100;170003|7100;170004|7100;170005|7100;170006|7100;170007|7100;170008|712;170009|712;170010|7100;170011|7100;170012|7100;170013|7100;170014|7100;170015|7100;170016|7100;170017|7100;170018|712;170019|712;170020|7100;170021|7100;170022|7100;170023|7100;170024|7100;170025|7100;170026|7100;170027|7100;170028|712;170029|712,210002|7100;210001|7100;210000|7100
1005,10,80,6,6,0;0,4,101,2,15,21,0,2,2,0,100,12,0,0,182,0,60,54,51,98,41,0,13,11,11,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,50,1,1,15,0,0,0,0,0,0,0,0,0,1020,0,1,2,10,400,0,0,1,81110,92221,1,0,0,150,0,0,29;30;31;34;32,1|1;2|2;3|4;4|255,1,1,0,210002|7100;210001|7100;210000|7100;170000|7100;170001|7100;170002|7100;170003|7100;170004|7100;170005|7100;170006|7100;170007|7100;170008|712;170009|712;170010|7100;170011|7100;170012|7100;170013|7100;170014|7100;170015|7100;170016|7100;170017|7100;170018|712;170019|712;170020|7100;170021|7100;170022|7100;170023|7100;170024|7100;170025|7100;170026|7100;170027|7100;170028|712;170029|712,210002|7100;210001|7100;210000|7100
1101,11,80,2,6,30;5000,0,111,2,13,21,0,2,2,0,100,7,0,0,97,0,46,34,49,54,22,0,10,7,10,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,10,0,0,1,81110,91110,3,0,0,150,0,0,0,1|1;2|2;3|4;4|255,0,1,0,210002|7080;210001|7080;210000|7080;170000|7080;170001|7080;170002|7080;170003|7080;170004|7080;170005|7080;170006|7080;170007|7080;170008|7030;170009|7030;170010|7080;170011|7080;170012|7080;170013|7080;170014|7080;170015|7080;170016|7080;170017|7080;170018|7030;170019|7030;170020|7080;170021|7080;170022|7080;170023|7080;170024|7080;170025|7080;170026|7080;170027|7080;170028|7030;170029|7030,210002|7080;210001|7080;210000|7080
1102,11,80,3,6,60;20000,0,111,2,13,21,0,2,2,0,100,7,0,0,114,0,53,40,58,63,26,0,11,8,12,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,40,0,0,1,81110,91110,3,0,0,150,0,0,0,1|1;2|2;3|4;4|255,0,1,0,210002|7080;210001|7080;210000|7080;170000|7080;170001|7080;170002|7080;170003|7080;170004|7080;170005|7080;170006|7080;170007|7080;170008|7030;170009|7030;170010|7080;170011|7080;170012|7080;170013|7080;170014|7080;170015|7080;170016|7080;170017|7080;170018|7030;170019|7030;170020|7080;170021|7080;170022|7080;170023|7080;170024|7080;170025|7080;170026|7080;170027|7080;170028|7030;170029|7030,210002|7080;210001|7080;210000|7080
1103,11,80,4,6,100;100000,0,111,2,13,21,0,2,2,0,100,7,0,0,130,0,61,46,66,72,29,0,13,10,14,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,100,0,0,1,81110,91110,3,0,0,150,0,0,0,1|1;2|2;3|4;4|255,0,1,0,210002|7080;210001|7080;210000|7080;170000|7080;170001|7080;170002|7080;170003|7080;170004|7080;170005|7080;170006|7080;170007|7080;170008|7030;170009|7030;170010|7080;170011|7080;170012|7080;170013|7080;170014|7080;170015|7080;170016|7080;170017|7080;170018|7030;170019|7030;170020|7080;170021|7080;170022|7080;170023|7080;170024|7080;170025|7080;170026|7080;170027|7080;170028|7030;170029|7030,210002|7080;210001|7080;210000|7080
1104,11,80,5,6,200;200000,0,111,2,13,21,0,2,2,0,100,7,0,0,146,0,69,51,74,81,33,0,15,11,16,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,200,0,0,1,81110,91110,3,0,0,150,0,0,0,1|1;2|2;3|4;4|255,0,1,0,210002|7080;210001|7080;210000|7080;170000|7080;170001|7080;170002|7080;170003|7080;170004|7080;170005|7080;170006|7080;170007|7080;170008|7030;170009|7030;170010|7080;170011|7080;170012|7080;170013|7080;170014|7080;170015|7080;170016|7080;170017|7080;170018|7030;170019|7030;170020|7080;170021|7080;170022|7080;170023|7080;170024|7080;170025|7080;170026|7080;170027|7080;170028|7030;170029|7030,210002|7080;210001|7080;210000|7080
1105,11,80,6,6,0;0,4,111,2,13,21,0,2,2,0,100,7,0,0,163,0,76,57,83,90,37,0,16,12,18,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,400,0,0,1,81110,91110,3,0,0,150,0,0,0,1|1;2|2;3|4;4|255,0,1,0,210002|7080;210001|7080;210000|7080;170000|7080;170001|7080;170002|7080;170003|7080;170004|7080;170005|7080;170006|7080;170007|7080;170008|7030;170009|7030;170010|7080;170011|7080;170012|7080;170013|7080;170014|7080;170015|7080;170016|7080;170017|7080;170018|7030;170019|7030;170020|7080;170021|7080;170022|7080;170023|7080;170024|7080;170025|7080;170026|7080;170027|7080;170028|7030;170029|7030,210002|7080;210001|7080;210000|7080
1201,12,80,2,6,30;5000,0,121,2,15,21,0,2,2,0,100,512,0,0,115,0,38,42,42,48,26,0,8,9,9,0,9,0,100,0,0,0,0,0,0,0,0,0,1,1,50,1,1,15,0,0,0,0,0,0,0,0,0,1020,0,1,1,12,10,0,0,1,95120,95121,3,0,0,150,0,0,29;30;31;33;32,1|1;2|2;3|4;4|255,1,1,0,210002|513;210001|513;210000|513;170000|513;170001|513;170002|513;170003|513;170004|513;170005|513;170006|513;170007|513;170008|513;170009|513;170010|513;170011|513;170012|513;170013|513;170014|513;170015|513;170016|513;170017|513;170018|513;170019|513;170020|513;170021|513;170022|513;170023|513;170024|513;170025|513;170026|513;170027|513;170028|513;170029|513,210002|513;210001|513;210000|513
1202,12,80,3,6,60;20000,0,121,2,15,21,0,2,2,0,100,512,0,0,134,0,44,49,49,56,30,0,9,10,10,0,9,0,100,0,0,0,0,0,0,0,0,0,1,1,50,1,1,15,0,0,0,0,0,0,0,0,0,1020,0,1,1,12,40,0,0,1,95120,95121,3,0,0,150,0,0,29;30;31;33;32,1|1;2|2;3|4;4|255,1,1,0,210002|513;210001|513;210000|513;170000|513;170001|513;170002|513;170003|513;170004|513;170005|513;170006|513;170007|513;170008|513;170009|513;170010|513;170011|513;170012|513;170013|513;170014|513;170015|513;170016|513;170017|513;170018|513;170019|513;170020|513;170021|513;170022|513;170023|513;170024|513;170025|513;170026|513;170027|513;170028|513;170029|513,210002|513;210001|513;210000|513
1203,12,80,4,6,100;100000,0,121,2,15,21,0,2,2,0,100,512,0,0,153,0,51,56,56,64,35,0,11,12,12,0,9,0,100,0,0,0,0,0,0,0,0,0,1,1,50,1,1,15,0,0,0,0,0,0,0,0,0,1020,0,1,1,12,100,0,0,1,95120,95121,3,0,0,150,0,0,29;30;31;33;32,1|1;2|2;3|4;4|255,1,1,0,210002|513;210001|513;210000|513;170000|513;170001|513;170002|513;170003|513;170004|513;170005|513;170006|513;170007|513;170008|513;170009|513;170010|513;170011|513;170012|513;170013|513;170014|513;170015|513;170016|513;170017|513;170018|513;170019|513;170020|513;170021|513;170022|513;170023|513;170024|513;170025|513;170026|513;170027|513;170028|513;170029|513,210002|513;210001|513;210000|513
1204,12,80,5,6,200;200000,0,121,2,15,21,0,2,2,0,100,512,0,0,172,0,57,63,63,72,39,0,12,13,13,0,9,0,100,0,0,0,0,0,0,0,0,0,1,1,50,1,1,15,0,0,0,0,0,0,0,0,0,1020,0,1,1,12,200,0,0,1,95120,95121,3,0,0,150,0,0,29;30;31;33;32,1|1;2|2;3|4;4|255,1,1,0,210002|513;210001|513;210000|513;170000|513;170001|513;170002|513;170003|513;170004|513;170005|513;170006|513;170007|513;170008|513;170009|513;170010|513;170011|513;170012|513;170013|513;170014|513;170015|513;170016|513;170017|513;170018|513;170019|513;170020|513;170021|513;170022|513;170023|513;170024|513;170025|513;170026|513;170027|513;170028|513;170029|513,210002|513;210001|513;210000|513
1205,12,80,6,6,0;0,4,121,2,15,21,0,2,2,0,100,512,0,0,192,0,64,70,70,80,44,0,14,15,15,0,9,0,100,0,0,0,0,0,0,0,0,0,1,1,50,1,1,15,0,0,0,0,0,0,0,0,0,1020,0,1,1,12,400,0,0,1,95120,95121,3,0,0,150,0,0,29;30;31;33;32,1|1;2|2;3|4;4|255,1,1,0,210002|513;210001|513;210000|513;170000|513;170001|513;170002|513;170003|513;170004|513;170005|513;170006|513;170007|513;170008|513;170009|513;170010|513;170011|513;170012|513;170013|513;170014|513;170015|513;170016|513;170017|513;170018|513;170019|513;170020|513;170021|513;170022|513;170023|513;170024|513;170025|513;170026|513;170027|513;170028|513;170029|513,210002|513;210001|513;210000|513
1301,13,80,2,6,30;5000,0,131,1,14,21,0,2,2,0,100,7,0,0,87,0,39,32,38,52,20,0,8,7,8,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,50,1,1,50,0,0,0,0,0,0,0,0,0,850,0,1,1,13,10,0,0,1,81110,91110,1,0,0,150,0,0,22;23;24;25;26,1|1;2|2;3|4;4|255,0,1,0,210002|7090;210001|7090;210000|7090;170000|7090;170001|7090;170002|7090;170003|7090;170004|7090;170005|7090;170006|7090;170007|7090;170008|7040;170009|7040;170010|7090;170011|7090;170012|7090;170013|7090;170014|7090;170015|7090;170016|7090;170017|7090;170018|7040;170019|7040;170020|7090;170021|7090;170022|7090;170023|7090;170024|7090;170025|7090;170026|7090;170027|7090;170028|7040;170029|7040,210002|7090;210001|7090;210000|7090
1302,13,80,3,6,60;20000,0,131,1,14,21,0,2,2,0,100,7,0,0,102,0,45,37,44,61,23,0,9,8,9,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,50,1,1,50,0,0,0,0,0,0,0,0,0,850,0,1,1,13,40,0,0,1,81110,91110,1,0,0,150,0,0,22;23;24;25;26,1|1;2|2;3|4;4|255,0,1,0,210002|7090;210001|7090;210000|7090;170000|7090;170001|7090;170002|7090;170003|7090;170004|7090;170005|7090;170006|7090;170007|7090;170008|7040;170009|7040;170010|7090;170011|7090;170012|7090;170013|7090;170014|7090;170015|7090;170016|7090;170017|7090;170018|7040;170019|7040;170020|7090;170021|7090;170022|7090;170023|7090;170024|7090;170025|7090;170026|7090;170027|7090;170028|7040;170029|7040,210002|7090;210001|7090;210000|7090
1303,13,80,4,6,100;100000,0,131,1,14,21,0,2,2,0,100,7,0,0,116,0,52,43,51,70,26,0,11,9,11,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,50,1,1,50,0,0,0,0,0,0,0,0,0,850,0,1,1,13,100,0,0,1,81110,91110,1,0,0,150,0,0,22;23;24;25;26,1|1;2|2;3|4;4|255,0,1,0,210002|7090;210001|7090;210000|7090;170000|7090;170001|7090;170002|7090;170003|7090;170004|7090;170005|7090;170006|7090;170007|7090;170008|7040;170009|7040;170010|7090;170011|7090;170012|7090;170013|7090;170014|7090;170015|7090;170016|7090;170017|7090;170018|7040;170019|7040;170020|7090;170021|7090;170022|7090;170023|7090;170024|7090;170025|7090;170026|7090;170027|7090;170028|7040;170029|7040,210002|7090;210001|7090;210000|7090
1304,13,80,5,6,200;200000,0,131,1,14,21,0,2,2,0,100,7,0,0,131,0,58,48,57,79,30,0,12,10,12,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,50,1,1,50,0,0,0,0,0,0,0,0,0,850,0,1,1,13,200,0,0,1,81110,91110,1,0,0,150,0,0,22;23;24;25;26,1|1;2|2;3|4;4|255,0,1,0,210002|7090;210001|7090;210000|7090;170000|7090;170001|7090;170002|7090;170003|7090;170004|7090;170005|7090;170006|7090;170007|7090;170008|7040;170009|7040;170010|7090;170011|7090;170012|7090;170013|7090;170014|7090;170015|7090;170016|7090;170017|7090;170018|7040;170019|7040;170020|7090;170021|7090;170022|7090;170023|7090;170024|7090;170025|7090;170026|7090;170027|7090;170028|7040;170029|7040,210002|7090;210001|7090;210000|7090
1305,13,80,6,6,0;0,4,131,1,14,21,0,2,2,0,100,7,0,0,145,0,65,53,64,88,33,0,14,11,14,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,50,1,1,50,0,0,0,0,0,0,0,0,0,850,0,1,1,13,400,0,0,1,81110,91110,1,0,0,150,0,0,22;23;24;25;26,1|1;2|2;3|4;4|255,0,1,0,210002|7090;210001|7090;210000|7090;170000|7090;170001|7090;170002|7090;170003|7090;170004|7090;170005|7090;170006|7090;170007|7090;170008|7040;170009|7040;170010|7090;170011|7090;170012|7090;170013|7090;170014|7090;170015|7090;170016|7090;170017|7090;170018|7040;170019|7040;170020|7090;170021|7090;170022|7090;170023|7090;170024|7090;170025|7090;170026|7090;170027|7090;170028|7040;170029|7040,210002|7090;210001|7090;210000|7090
1401,14,80,2,6,30;5000,0,141,2,15,23,0,1,2,0,100,7,0,0,105,0,31,33,33,60,24,0,6,7,7,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,850,0,1,1,14,10,0,0,1,81110,91110,1,0,0,150,0,0,29;30;31;33;32,1|1;2|2;3|4;4|255,0,1,0,210002|7200;210001|7200;210000|7200;170000|7200;170001|7200;170002|7200;170003|7200;170004|7200;170005|7200;170006|7200;170007|7200;170008|7050;170009|7050;170010|7200;170011|7200;170012|7200;170013|7200;170014|7200;170015|7200;170016|7200;170017|7200;170018|7050;170019|7050;170020|7200;170021|7200;170022|7200;170023|7200;170024|7200;170025|7200;170026|7200;170027|7200;170028|7050;170029|7050,210002|7200;210001|7200;210000|7200
1402,14,80,3,6,60;20000,0,141,2,15,23,0,1,2,0,100,7,0,0,123,0,36,39,39,70,28,0,8,8,8,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,850,0,1,1,14,40,0,0,1,81110,91110,1,0,0,150,0,0,29;30;31;33;32,1|1;2|2;3|4;4|255,0,1,0,210002|7200;210001|7200;210000|7200;170000|7200;170001|7200;170002|7200;170003|7200;170004|7200;170005|7200;170006|7200;170007|7200;170008|7050;170009|7050;170010|7200;170011|7200;170012|7200;170013|7200;170014|7200;170015|7200;170016|7200;170017|7200;170018|7050;170019|7050;170020|7200;170021|7200;170022|7200;170023|7200;170024|7200;170025|7200;170026|7200;170027|7200;170028|7050;170029|7050,210002|7200;210001|7200;210000|7200
